"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","C2021_ETH_20","C2021_ETH_20_NAME","C2021_ETH_20_CODE","C2021_ETH_20_TYPE","C2021_ETH_20_TYPECODE","C2021_ETH_20_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"1002","Black, Black British, Black Welsh, Caribbean or African","1002","Ethnic group",1000000,7,"20301","Percent",5.7,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d16a15a17d20301",65,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"16","Black, Black British, Black Welsh, Caribbean or African: African","_6","Ethnic group",1000000,8,"20100","Value",492,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d16d20100",66,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"16","Black, Black British, Black Welsh, Caribbean or African: African","_6","Ethnic group",1000000,8,"20301","Percent",4.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d16d20301",67,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"15","Black, Black British, Black Welsh, Caribbean or African: Caribbean","_7","Ethnic group",1000000,9,"20100","Value",84,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d15d20100",68,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"15","Black, Black British, Black Welsh, Caribbean or African: Caribbean","_7","Ethnic group",1000000,9,"20301","Percent",0.8,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d15d20301",69,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"17","Black, Black British, Black Welsh, Caribbean or African: Other Black","_8","Ethnic group",1000000,10,"20100","Value",60,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d17d20100",70,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"17","Black, Black British, Black Welsh, Caribbean or African: Other Black","_8","Ethnic group",1000000,10,"20301","Percent",0.5,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d17d20301",71,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"1003","Mixed or Multiple ethnic groups","1003","Ethnic group",1000000,11,"20100","Value",826,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d8a7a6a9d20100",72,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"1003","Mixed or Multiple ethnic groups","1003","Ethnic group",1000000,11,"20301","Percent",7.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d8a7a6a9d20301",73,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"8","Mixed or Multiple ethnic groups: White and Asian","_9","Ethnic group",1000000,12,"20100","Value",312,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d8d20100",74,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"8","Mixed or Multiple ethnic groups: White and Asian","_9","Ethnic group",1000000,12,"20301","Percent",2.8,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d8d20301",75,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"7","Mixed or Multiple ethnic groups: White and Black African","_10","Ethnic group",1000000,13,"20100","Value",112,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d7d20100",76,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"7","Mixed or Multiple ethnic groups: White and Black African","_10","Ethnic group",1000000,13,"20301","Percent",1.0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d7d20301",77,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"6","Mixed or Multiple ethnic groups: White and Black Caribbean","_11","Ethnic group",1000000,14,"20100","Value",99,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d6d20100",78,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"6","Mixed or Multiple ethnic groups: White and Black Caribbean","_11","Ethnic group",1000000,14,"20301","Percent",0.9,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d6d20301",79,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"9","Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups","_12","Ethnic group",1000000,15,"20100","Value",303,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d9d20100",80,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"9","Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups","_12","Ethnic group",1000000,15,"20301","Percent",2.7,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d9d20301",81,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"1004","White","1004","Ethnic group",1000000,16,"20100","Value",6035,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d1a2a3a4a5d20100",82,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"1004","White","1004","Ethnic group",1000000,16,"20301","Percent",54.4,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d1a2a3a4a5d20301",83,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"1","White: English, Welsh, Scottish, Northern Irish or British","_13","Ethnic group",1000000,17,"20100","Value",3253,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d1d20100",84,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"1","White: English, Welsh, Scottish, Northern Irish or British","_13","Ethnic group",1000000,17,"20301","Percent",29.3,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d1d20301",85,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"2","White: Irish","_14","Ethnic group",1000000,18,"20100","Value",211,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d2d20100",86,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"2","White: Irish","_14","Ethnic group",1000000,18,"20301","Percent",1.9,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d2d20301",87,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"3","White: Gypsy or Irish Traveller","_15","Ethnic group",1000000,19,"20100","Value",5,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d3d20100",88,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"3","White: Gypsy or Irish Traveller","_15","Ethnic group",1000000,19,"20301","Percent",0.0,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d3d20301",89,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"4","White: Roma","_16","Ethnic group",1000000,20,"20100","Value",53,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d4d20100",90,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"4","White: Roma","_16","Ethnic group",1000000,20,"20301","Percent",0.5,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d4d20301",91,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"5","White: Other White","_17","Ethnic group",1000000,21,"20100","Value",2513,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d5d20100",92,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"5","White: Other White","_17","Ethnic group",1000000,21,"20301","Percent",22.6,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d5d20301",93,1000
"2021","2021","2021","date",0,0,"641734645","Bloomsbury","E05013653","2022 wards",153,1,"1005","Other ethnic group","1005","Ethnic group",1000000,22,"20100","Value",624,"A","Normal Value","F","Free (free for publication)","Nm-2041d1d32336e1d641734645d18a19d20100",94,1000
